subj_nr	sent_nr	word_pos	item	baseline	N400	reject_data	word	log_freq	nr_char	reject_word
1	87	1	8701	0.16938	4.1495	true	He	-12.7513	2	true
1	87	2	8702	-2.0631	-7.0284	true	heaved	-2.9444	6	false
1	87	3	8703	1.9898	0.18268	false	his	-11.844	3	false
1	87	4	8704	4.5269	0.69422	false	shoulders	-6.9058	9	false
1	87	5	8705	-14.731	-1.6174	false	and	-14.4566	3	false
1	87	6	8706	5.3298	-0.26692	false	swung	-5.273	5	false
1	87	7	8707	-0.36597	-5.1561	false	the	-15.2505	3	false
1	87	8	8708	-2.1037	0.16242	false	axe	-5.7398	3	false
1	87	9	8709	2.4384	1.7857	false	again.		6	true
1	211	1	21101	3.2784	3.4277	false	If	-12.2502	2	true
1	211	2	21102	-5.1016	-0.26287	false	I	-14.2268	1	false
1	211	3	21103	-3.1595	6.2377	false	have	-13.3949	4	false
1	211	4	21104	3.5324	-0.57745	false	time	-12.1679	4	false
1	211	5	21105	-4.3453	0.332	false	at	-12.8145	2	false
1	211	6	21106	-0.7601100000000001	2.2149	false	the	-15.2505	3	false
1	211	7	21107	-5.0412	4.0005	false	end	-10.7606	3	false
1	211	8	21108	1.6054	-0.38948	false	I'll		4	true
1	211	9	21109	-1.192	-0.8371299999999999	false	fill	-8.5252	4	false
1	211	10	21110	-2.7382	1.3293	false	you	-13.8667	3	false
1	211	11	21111	-1.3725	0.2098	false	in	-14.0752	2	false
1	211	12	21112	-7.5588	0.90394	false	on	-13.3552	2	false
1	211	13	21113	-2.7227	-2.0563	false	what	-12.7303	4	false
1	211	14	21114	-3.7027	11.209	false	happened.		9	true
1	201	1	20101	-0.38703	2.0497	false	One	-12.4628	3	true
1	201	2	20102	-1.9846	-7.6418	false	by	-12.3519	2	false
1	201	3	20103	-4.8891	6.1875	false	one	-12.4628	3	false
1	201	4	20104	-2.2	4.4062	false	she	-11.8451	3	false
1	201	5	20105	-3.2872	1.8748	false	placed	-8.6158	6	false
1	201	6	20106	1.5867	0.43085	false	her	-11.5145	3	false
1	201	7	20107	-12.648	-0.31151	false	teeth	-7.5299	5	false
1	201	8	20108	2.9165	-6.8763	false	about	-12.4678	5	false
1	201	9	20109	1.7363	2.8172	false	their	-12.3288	5	false
1	201	10	20110	-5.6666	-7.6711	false	necks	-4.5539	5	false
1	201	11	20111	-1.7137	0.56835	false	and	-14.4566	3	false
1	201	12	20112	-0.7358899999999999	1.4263	false	killed	-8.4025	6	false
1	201	13	20113	7.8383	3.0924	false	them.		5	true
1	71	1	7101	2.4313	6.0243	false	William	-7.4407	7	true
1	71	2	7102	1.8522	-2.116	false	sat	-8.3236	3	false
1	71	3	7103	-0.7146100000000001	3.9463	false	down	-11.0167	4	false
1	71	4	7104	-7.5004	-1.7385	false	and	-14.4566	3	false
1	71	5	7105	2.8131	-1.4458	false	tucked	-5.8636	6	false
1	71	6	7106	-3.895	-0.25626	false	into	-11.4471	4	false
1	71	7	7107	-4.8419	7.6676	false	his	-11.844	3	false
1	71	8	7108	-3.0581	5.8106	false	breakfast.		10	true
1	194	1	19401	-0.66169	2.3175	false	I	-14.2268	1	true
1	194	2	19402	-1.5706	-6.2283	false	mostly	-8.5539	6	false
1	194	3	19403	-3.0289	0.94013	false	just	-12.2691	4	false
1	194	4	19404	1.3721	-2.5585	false	pick	-9.0803	4	false
1	194	5	19405	-5.8385	2.2209	false	a	-14.4505	1	false
1	194	6	19406	1.0064	-4.6983	false	dry	-8.3673	3	false
1	194	7	19407	-8.4824	4.2649	false	white	-9.4694	5	false
1	194	8	19408	-2.3345	-2.9356	false	and	-14.4566	3	false
1	194	9	19409	1.1437	-4.4029	false	drink	-8.7542	5	false
1	194	10	19410	-4.7267	-1.4869	false	it	-14.0514	2	false
1	194	11	19411	-2.9318	0.5053	false	to	-14.774	2	false
1	194	12	19412	7.69	-7.9116	false	get	-12.1457	3	false
1	194	13	19413	-6.6217	4.1557	false	drunk.		6	true
1	157	1	15701	-0.98433	1.6562	false	He	-12.7513	2	true
1	157	2	15702	2.0079	-1.1684	false	had	-12.2547	3	false
1	157	3	15703	3.4398	-3.8554	false	another	-10.9161	7	false
1	157	4	15704	-1.1565	-1.8352	false	shock	-7.885	5	false
1	157	5	15705	2.6719999999999997	-1.3403	false	when	-11.8986	4	false
1	157	6	15706	-2.6273	-0.99796	false	they	-13.0694	4	false
1	157	7	15707	-3.0923	-0.8335600000000001	false	told	-10.3117	4	false
1	157	8	15708	-3.6059	3.2532	false	him	-11.3897	3	false
1	157	9	15709	-2.8216	-3.3033	false	he	-12.7513	2	false
1	157	10	15710	-4.7574	5.9986	false	was	-13.1952	3	false
1	157	11	15711	-0.59951	3.1653	false	moving	-9.2724	6	false
1	157	12	15712	0.11067	-7.0573	false	cells.		6	true
1	53	1	5301	-1.4169999999999998	-0.88744	false	She	-11.8451	3	true
1	53	2	5302	-3.9301	-2.6269	false	hid	-6.0591	3	false
1	53	3	5303	-7.3988	-2.7165	false	the	-15.2505	3	false
1	53	4	5304	8.1796	-3.1482	false	boxes	-7.769	5	false
1	53	5	5305	6.6476	0.033763999999999995	false	and	-14.4566	3	false
1	53	6	5306	0.12417	-4.452	false	matches	-7.6912	7	false
1	53	7	5307	4.996	-2.0959	false	well.		5	true
1	129	1	12901	1.8079	0.11723	false	Anthony	-6.5667	7	true
1	129	2	12902	1.6293	-0.015533000000000003	false	was	-13.1952	3	false
1	129	3	12903	-0.082587	1.8407	false	approached,		11	true
1	129	4	12904	-5.7178	-2.5224	false	just	-12.2691	4	false
1	129	5	12905	0.062948	-0.47581	false	as	-13.0774	2	false
1	129	6	12906	1.6717	2.6632	false	he	-12.7513	2	false
1	129	7	12907	2.8564	-0.30306	false	had	-12.2547	3	false
1	129	8	12908	-0.48658	-1.8856	false	predicted,		10	true
1	129	9	12909	-4.5549	1.8504	false	in	-14.0752	2	false
1	129	10	12910	-4.5963	-2.9723	false	the	-15.2505	3	false
1	129	11	12911	2.8744	5.7843	false	park.		5	true
1	123	1	12301	5.7933	2.5947	false	Gilbert	-5.7869	7	true
1	123	2	12302	7.0295	3.0515	false	sat	-8.3236	3	false
1	123	3	12303	-1.0488	-1.4965	false	as	-13.0774	2	false
1	123	4	12304	-5.505	-6.528	false	still	-11.2927	5	false
1	123	5	12305	-2.3309	6.2038	false	as	-13.0774	2	false
1	123	6	12306	-8.0869	4.2701	false	he	-12.7513	2	false
1	123	7	12307	-3.7501	3.1658	false	could	-11.841	5	false
1	123	8	12308	1.2041	-4.1514	false	nursing	-7.6755	7	false
1	123	9	12309	-0.80923	-3.3456	false	his	-11.844	3	false
1	123	10	12310	4.709	7.0525	false	lip.		4	true
1	6	1	601	-4.6397	-4.5876	false	I	-14.2268	1	true
1	6	2	602	-2.7460000000000004	-1.8599	false	cannot	-10.1549	6	false
1	6	3	603	-0.48699	-0.32698	false	tell	-10.4293	4	false
1	6	4	604	1.0545	3.9849	false	you	-13.8667	3	false
1	6	5	605	2.7217	6.8837	false	more.		5	true
1	49	1	4901	-2.3992	-4.0913	false	Tony	-7.818	4	true
1	49	2	4902	-2.415	-2.7071	false	stopped	-8.8219	7	false
1	49	3	4903	3.2294	-2.9373	false	off	-11.0218	3	false
1	49	4	4904	-3.8092	-4.025	false	at	-12.8145	2	false
1	49	5	4905	-4.3789	-3.3975	false	his	-11.844	3	false
1	49	6	4906	-2.1698	-2.7813	false	first	-11.5542	5	false
1	49	7	4907	-0.10872	5.3736	false	delivery.		9	true
1	186	1	18601	4.0647	-1.9454	false	From	-12.5416	4	true
1	186	2	18602	-4.4522	0.035177999999999994	false	the	-15.2505	3	false
1	186	3	18603	-1.9766	2.4505	false	moment	-9.8174	6	false
1	186	4	18604	-0.58817	0.9228	false	we	-13.2763	2	false
1	186	5	18605	-6.1436	-2.7431	false	leave	-10.0143	5	false
1	186	6	18606	1.5606	-3.8939	false	this	-13.429	4	false
1	186	7	18607	4.9779	0.99416	false	spot	-8.6194	4	false
1	186	8	18608	0.33843	-2.309	false	be	-13.4218	2	false
1	186	9	18609	-0.10473	-2.5067	true	very	-12.0881	4	false
1	186	10	18610	5.4045	2.0184	false	careful	-8.4795	7	false
1	186	11	18611	-2.8558	-6.3429	false	what	-12.7303	4	false
1	186	12	18612	-0.28719	2.1383	false	you	-13.8667	3	false
1	186	13	18613	-3.3996	4.9357	false	say.		4	true
1	16	1	1601	2.7434	-4.197	false	Gordon	-7.5126	6	true
1	16	2	1602	6.7006	-1.2719	false	felt	-9.6992	4	false
1	16	3	1603	-4.5471	-0.8043100000000001	false	his	-11.844	3	false
1	16	4	1604	-6.1232	1.802	false	anger	-7.457000000000002	5	false
1	16	5	1605	-1.45	0.08610599999999999	false	build	-9.551	5	false
1	16	6	1606	-4.524	-3.8329	false	up.		3	true
1	1	1	101	0.66373	-4.0578	false	Anne	-6.8522	4	true
1	1	2	102	1.4039	0.27053	false	lost	-9.742	4	false
1	1	3	103	-4.5631	7.117000000000001	false	control	-9.9403	7	false
1	1	4	104	-3.8441	0.7521399999999999	false	and	-14.4566	3	false
1	1	5	105	11.397	-0.29824	false	laughed.		8	true
1	20	1	2001	6.0562	5.1560000000000015	false	He	-12.7513	2	true
1	20	2	2002	-4.1002	0.97003	false	uses	-8.4785	4	false
1	20	3	2003	-0.92979	-2.6074	false	his	-11.844	3	false
1	20	4	2004	-0.12186	-3.298	false	belt	-7.3595	4	false
1	20	5	2005	-0.41987	-0.28281	false	on	-13.3552	2	false
1	20	6	2006	-1.2378	11.723	false	you.		4	true
1	62	1	6201	1.2307	0.52205	false	Follow	-9.5445	6	true
1	62	2	6202	-8.6964	-1.2798	false	me	-12.179	2	false
1	62	3	6203	-4.5579	-2.0137	false	closely	-8.4172	7	false
1	62	4	6204	-6.3091	1.1818	false	and	-14.4566	3	false
1	62	5	6205	-1.5247	-0.81212	false	watch	-9.4411	5	false
1	62	6	6206	6.1671	-4.0387	false	for	-13.7057	3	false
1	62	7	6207	-6.1297	0.30719	false	their	-12.3288	5	false
1	62	8	6208	1.17	1.9695	false	leader.		7	true
1	152	1	15201	1.0102	1.3398	false	Finally	-9.4398	7	true
1	152	2	15202	-1.0068	-2.372	false	Maria	-6.1675	5	false
1	152	3	15203	-6.6239	-0.63465	false	sat	-8.3236	3	false
1	152	4	15204	-2.2513	-3.9135	false	down	-11.0167	4	false
1	152	5	15205	-1.0654	-2.83	false	with	-13.2011	4	false
1	152	6	15206	-4.5808	5.0144	false	a	-14.4505	1	false
1	152	7	15207	2.2683	-2.8479	false	cup	-8.3722	3	false
1	152	8	15208	-1.0871	-1.9268	false	of	-14.3992	2	false
1	152	9	15209	-2.4852	-0.37819	false	tea	-8.404	3	false
1	152	10	15210	0.33478	-5.8568	false	and	-14.4566	3	false
1	152	11	15211	1.0528	3.4438	false	a	-14.4505	1	false
1	152	12	15212	1.198	4.3155	false	sandwich.		9	true
1	38	1	3801	0.26100999999999996	0.088886	false	He	-12.7513	2	true
1	38	2	3802	-4.1137	-4.7994	false	put	-10.8552	3	false
1	38	3	3803	0.63713	-2.2074	false	the	-15.2505	3	false
1	38	4	3804	-0.35052	-1.3128	false	fork	-6.2748	4	false
1	38	5	3805	-1.5322	-2.4979	false	on	-13.3552	2	false
1	38	6	3806	1.0875	-3.6745	false	the	-15.2505	3	false
1	38	7	3807	6.1521	6.8372	false	table.		6	true
1	77	1	7701	0.2200300000000001	3.5968	false	Shut	-8.1077	4	true
1	77	2	7702	5.263	-0.62981	false	your	-12.7412	4	false
1	77	3	7703	-0.89597	-0.40734	false	smart	-8.5581	5	false
1	77	4	7704	-5.524	-1.947	false	foul	-6.3261	4	false
1	77	5	7705	-0.61223	4.459	false	mouth	-7.9885	5	false
1	77	6	7706	-1.4133	-0.64305	false	and	-14.4566	3	false
1	77	7	7707	-4.0578	-0.8553700000000001	false	sit	-8.9596	3	false
1	77	8	7708	2.2175	7.4620000000000015	false	down.		5	true
1	24	1	2401	3.3002	-2.3227	false	I	-14.2268	1	true
1	24	2	2402	-3.0143	-3.832	false	knew	-9.7054	4	false
1	24	3	2403	-1.5611	2.1298	false	I	-14.2268	1	false
1	24	4	2404	1.86	-0.069752	false	heard	-9.7076	5	false
1	24	5	2405	-5.0723	1.2592	false	your	-12.7412	4	false
1	24	6	2406	-2.4931	7.394	false	voice.		6	true
1	78	1	7801	0.2163	-1.4691	false	Tell	-10.4293	4	true
1	78	2	7802	-3.2171	2.6405	false	me	-12.179	2	false
1	78	3	7803	-1.1686	2.4764	false	what	-12.7303	4	false
1	78	4	7804	-5.8827	-4.3419	false	really	-11.6405	6	false
1	78	5	7805	4.9758	-0.96541	false	happened	-9.7348	8	false
1	78	6	7806	3.0535	1.5793	false	to	-14.774	2	false
1	78	7	7807	-7.8294	-2.813	false	the	-15.2505	3	false
1	78	8	7808	2.8067	-0.72768	false	truck.		6	true
1	166	1	16601	-2.5643	-1.5830000000000002	false	James	-8.3941	5	true
1	166	2	16602	-4.5041	-0.10087	false	walked	-8.2802	6	false
1	166	3	16603	-0.88556	1.5147	false	in	-14.0752	2	false
1	166	4	16604	1.9311	-0.2912	false	to	-14.774	2	false
1	166	5	16605	-0.75356	-4.5508	false	wake	-7.8376	4	false
1	166	6	16606	-2.1925	0.89649	false	Samuel	-5.624	6	false
1	166	7	16607	5.9382	-3.5199	false	at	-12.8145	2	false
1	166	8	16608	-2.6032	-4.8214	false	four	-9.9325	4	false
1	166	9	16609	5.1037	-1.0881	true	thirty	-7.2499	6	false
1	166	10	16610	-0.34736	3.1174	false	in	-14.0752	2	false
1	166	11	16611	-5.5998	0.49562	false	the	-15.2505	3	false
1	166	12	16612	-2.5378	6.992999999999999	false	morning.		8	true
1	177	1	17701	4.7235	-3.1215	false	The	-15.2505	3	true
1	177	2	17702	0.27707	-2.9315	false	last	-11.1062	4	false
1	177	3	17703	-0.25624	-1.016	false	thing	-10.9022	5	false
1	177	4	17704	-0.20178	-5.2598	false	Alex	-7.4146	4	false
1	177	5	17705	5.8793	-0.48881	false	felt	-9.6992	4	false
1	177	6	17706	-3.3710000000000004	-0.010848	false	like	-12.0194	4	false
1	177	7	17707	-7.1808	6.1105	false	doing	-10.7745	5	false
1	177	8	17708	4.3438	0.21803000000000008	false	after	-11.2704	5	false
1	177	9	17709	-2.569	2.5305	false	work	-11.8706	4	false
1	177	10	17710	-7.5206	5.6713	false	was	-13.1952	3	false
1	177	11	17711	-3.3437	-1.3129	false	more	-12.3708	4	false
1	177	12	17712	-4.3352	1.4444	false	work.		5	true
1	183	1	18301	-7.869	-2.7253	false	Emma	-6.8814	4	true
1	183	2	18302	5.8071	2.95	false	put	-10.8552	3	false
1	183	3	18303	4.5375	-4.473	false	her	-11.5145	3	false
1	183	4	18304	-2.0585	-4.0849	false	mug	-5.7398	3	false
1	183	5	18305	6.0738	-1.7926	false	of	-14.3992	2	false
1	183	6	18306	3.5426	2.2919	false	tea	-8.404	3	false
1	183	7	18307	-7.642	9.175	false	down	-11.0167	4	false
1	183	8	18308	-4.6211	-2.1844	false	on	-13.3552	2	false
1	183	9	18309	0.038610000000000005	-4.703	true	the	-15.2505	3	false
1	183	10	18310	0.6540699999999999	3.5369	true	table	-9.1093	5	false
1	183	11	18311	7.5959	-4.075	false	with	-13.2011	4	false
1	183	12	18312	-0.6572399999999999	-1.0052	false	a	-14.4505	1	false
1	183	13	18313	1.5404	-4.4295	false	bang.		5	true
1	112	1	11201	6.4948	0.012982	false	All	-12.7244	3	true
1	112	2	11202	-4.6282	-1.5087	false	the	-15.2505	3	false
1	112	3	11203	-2.4035	-8.3265	false	bowls	-5.8081	5	false
1	112	4	11204	-1.2941	-2.7179	false	from	-12.5416	4	false
1	112	5	11205	5.7712	-2.6236	false	the	-15.2505	3	false
1	112	6	11206	0.3663	1.6507	false	empty	-8.2483	5	false
1	112	7	11207	-2.9357	0.04128	false	tables	-7.6843	6	false
1	112	8	11208	-5.6635	-1.1151	false	are	-13.3822	3	false
1	112	9	11209	0.63683	1.9429	false	cleared	-7.2123	7	false
1	112	10	11210	-4.5914	-0.62708	false	up.		3	true
1	158	1	15801	-0.13651	-1.8485	false	He	-12.7513	2	true
1	158	2	15802	0.54862	-6.443	false	put	-10.8552	3	false
1	158	3	15803	-1.5916	-1.7784	false	his	-11.844	3	false
1	158	4	15804	-2.2499	-2.8679	false	hands	-9.1519	5	false
1	158	5	15805	6.1333	-0.14557	false	in	-14.0752	2	false
1	158	6	15806	-0.99191	-0.98817	false	his	-11.844	3	false
1	158	7	15807	-10.069	-1.8038	false	pockets	-7.0184	7	false
1	158	8	15808	-1.6735	-0.68997	false	and	-14.4566	3	false
1	158	9	15809	-0.96599	-2.8	false	leaned	-5.5452	6	false
1	158	10	15810	2.0464	1.3215	false	against	-10.0753	7	false
1	158	11	15811	1.4935	-0.6771699999999999	false	the	-15.2505	3	false
1	158	12	15812	4.397	1.0246	false	truck.		6	true
1	54	1	5401	-0.58811	-5.0432	false	The	-15.2505	3	true
1	54	2	5402	-7.5591	-3.3245	false	bored	-7.5055	5	false
1	54	3	5403	4.8558	-0.6883100000000001	false	looking	-10.7198	7	false
1	54	4	5404	-8.6313	-4.787	false	soldier	-7.1593	7	false
1	54	5	5405	-3.0212	-2.8562	false	continued	-8.7279	9	false
1	54	6	5406	0.53409	-2.9309	false	looking	-10.7198	7	false
1	54	7	5407	3.0483	3.7811	false	bored.		6	true
1	37	1	3701	-0.20388	0.68726	false	He	-12.7513	2	true
1	37	2	3702	-0.0080538	3.4991	false	probably	-10.3283	8	false
1	37	3	3703	5.0913	-6.0016	false	doesn't		7	true
1	37	4	3704	-6.017	-6.3144	false	want	-11.5791	4	false
1	37	5	3705	1.077	0.575	false	people	-12.2976	6	false
1	37	6	3706	2.0012	8.4545	false	to	-14.774	2	false
1	37	7	3707	-8.8146	-1.5302	false	know.		5	true
1	36	1	3601	3.7084	-0.68025	false	Have	-13.3949	4	true
1	36	2	3602	-2.1557	-0.062253	false	a	-14.4505	1	false
1	36	3	3603	-0.37078	-2.3839	false	carriage	-6.3172	8	false
1	36	4	3604	-5.6099	-2.6615	false	sent	-9.2796	4	false
1	36	5	3605	-3.3052	2.5742	false	for	-13.7057	3	false
1	36	6	3606	-4.2327	2.594	false	us	-11.694	2	false
1	36	7	3607	-10.759	4.2407	false	immediately.		12	true
1	76	1	7601	-1.5036	-3.3801	false	She	-11.8451	3	true
1	76	2	7602	0.47954	0.94747	false	was	-13.1952	3	false
1	76	3	7603	1.2117	-1.1803	false	smiling	-6.9791	7	false
1	76	4	7604	-0.93673	-1.8819	false	in	-14.0752	2	false
1	76	5	7605	-1.5225	-2.3206	false	the	-15.2505	3	false
1	76	6	7606	12.004	1.3912	false	dark,		5	true
1	76	7	7607	-12.258	-7.0575	false	teeth	-7.5299	5	false
1	76	8	7608	-2.3077	-1.5622	false	flashing.		9	true
1	74	1	7401	0.49513	-4.78	false	None	-9.1445	4	true
1	74	2	7402	-3.8373	4.9119	false	of	-14.3992	2	false
1	74	3	7403	4.3708	-7.9983	false	the	-15.2505	3	false
1	74	4	7404	2.5895	-5.1955	false	city	-10.0915	4	false
1	74	5	7405	7.5178	2.7261	false	people	-12.2976	6	false
1	74	6	7406	-1.0157	-6.1042	false	dress	-7.9544	5	false
1	74	7	7407	-7.1342	0.3123	false	like	-12.0194	4	false
1	74	8	7408	-7.2064	7.1116	false	that.		5	true
1	199	1	19901	2.525	-4.9362	true	Brian	-7.3556	5	true
1	199	2	19902	-11.478	-1.9494	false	sat	-8.3236	3	false
1	199	3	19903	-7.2854	-5.4501	false	down	-11.0167	4	false
1	199	4	19904	-1.8821	0.2182	false	at	-12.8145	2	false
1	199	5	19905	3.5129	0.7541	false	an	-12.4722	2	false
1	199	6	19906	-5.0147	-2.3395	false	empty	-8.2483	5	false
1	199	7	19907	-5.1272	0.33521999999999996	false	table	-9.1093	5	false
1	199	8	19908	1.1479	0.66167	false	and	-14.4566	3	false
1	199	9	19909	2.4414	-5.6166	false	began	-8.8718	5	false
1	199	10	19910	-0.41293	0.21113	false	to	-14.774	2	false
1	199	11	19911	-3.1436	2.6027	false	eat	-9.2233	3	false
1	199	12	19912	-1.5107	-1.3339	false	his	-11.844	3	false
1	199	13	19913	-11.82	1.8799	false	breakfast.		10	true
1	202	1	20201	-0.17042000000000002	1.2503	false	The	-15.2505	3	true
1	202	2	20202	1.3605	-3.7438	false	shout	-7.0527	5	false
1	202	3	20203	-5.0944	1.6197	false	caught	-8.4621	6	false
1	202	4	20204	-1.9603	2.1663	false	him	-11.3897	3	false
1	202	5	20205	-4.062	-7.9152	false	off	-11.0218	3	false
1	202	6	20206	4.5631	-2.4503	false	guard	-7.5181	5	false
1	202	7	20207	-2.8093	0.29479	false	and	-14.4566	3	false
1	202	8	20208	-4.5612	3.115	false	he	-12.7513	2	false
1	202	9	20209	3.5314	-3.3414	false	fell	-8.3459	4	false
1	202	10	20210	-2.4184	2.4201	false	back	-11.4651	4	false
1	202	11	20211	-3.0737	-5.8869	false	a	-14.4505	1	false
1	202	12	20212	-0.45418	-0.81663	false	little	-10.8566	6	false
1	202	13	20213	0.9128	-1.5521	false	way.		4	true
1	145	1	14501	3.1322	4.1717	false	We	-13.2763	2	true
1	145	2	14502	-0.92694	-3.2119	false	shall	-9.4048	5	false
1	145	3	14503	-5.9943	-3.5301	false	arrive	-8.0567	6	false
1	145	4	14504	4.6777	-5.2618	false	properly	-8.9136	8	false
1	145	5	14505	-5.7962	0.16230999999999998	false	or	-12.5867	2	false
1	145	6	14506	1.2826	-1.6271	false	you	-13.8667	3	false
1	145	7	14507	3.4016	-2.3877	false	will	-12.9165	4	false
1	145	8	14508	1.2932	-1.1735	false	never	-11.106	5	false
1	145	9	14509	-5.0208	0.31442	false	live	-10.3314	4	false
1	145	10	14510	0.95298	-4.6953	false	this	-13.429	4	false
1	145	11	14511	-5.7485	3.961	false	down.		5	true
1	122	1	12201	-2.4193	4.3046	false	Men	-9.6679	3	true
1	122	2	12202	-7.5491	7.355	false	could	-11.841	5	false
1	122	3	12203	-1.5295	-8.6811	false	be	-13.4218	2	false
1	122	4	12204	-1.5318	-6.1892	false	paid	-9.6566	4	false
1	122	5	12205	9.9826	6.4011	false	to	-14.774	2	false
1	122	6	12206	-0.68084	-2.011	false	do	-13.0061	2	false
1	122	7	12207	-7.6179999999999986	-4.6542	false	all	-12.7244	3	false
1	122	8	12208	0.44632	4.4559	false	sorts	-7.9255	5	false
1	122	9	12209	-2.1952	0.41727	false	of	-14.3992	2	false
1	122	10	12210	1.4709	4.5018	false	things.		7	true
1	130	1	13001	-2.0303	-1.6211	false	Despite	-9.0091	7	true
1	130	2	13002	-0.54432	-1.5023	false	what	-12.7303	4	false
1	130	3	13003	-1.1518	-5.9559	false	Frank	-7.3065	5	false
1	130	4	13004	2.4930000000000003	-0.35025	false	had	-12.2547	3	false
1	130	5	13005	-1.1044	1.9328	false	told	-10.3117	4	false
1	130	6	13006	-7.0688	1.3895	false	her	-11.5145	3	false
1	130	7	13007	-5.2815	3.6948	false	Ellen	-5.4027	5	false
1	130	8	13008	-2.3644	-3.8366	false	thanked	-6.3784	7	false
1	130	9	13009	2.176	2.9828	false	the	-15.2505	3	false
1	130	10	13010	-4.6545	2.9117	false	young	-10.1036	5	false
1	130	11	13011	-3.2432	1.2824	true	soldier.		8	true
1	22	1	2201	0.30591999999999997	1.6171	false	I	-14.2268	1	true
1	22	2	2202	3.49	0.53852	false	am	-11.4418	2	false
1	22	3	2203	-4.4985	1.188	false	touched	-7.4460000000000015	7	false
1	22	4	2204	-1.6998	-5.6893	false	deeply	-7.6953	6	false
1	22	5	2205	8.0603	-4.7417	false	in	-14.0752	2	false
1	22	6	2206	-3.7561	0.1189	false	places.		7	true
1	10	1	1001	-2.3132	3.2151	false	This	-13.429	4	true
1	10	2	1002	1.9715	-0.9426	false	man's		5	true
1	10	3	1003	-0.6413399999999999	-6.4226	false	hair	-8.4949	4	false
1	10	4	1004	-2.5141	3.7613	false	is	-14.0556	2	false
1	10	5	1005	4.8164	-2.0314	false	black.		6	true
1	142	1	14201	4.1235	-0.7427699999999999	false	She	-11.8451	3	true
1	142	2	14202	-7.8507	-3.088	false	wound	-6.82	5	false
1	142	3	14203	-6.4093	1.9024	false	up	-12.1638	2	false
1	142	4	14204	3.1293	-2.2416	false	talking	-9.6621	7	false
1	142	5	14205	4.3757	-2.3477	false	to	-14.774	2	false
1	142	6	14206	-4.0083	-0.48278	false	Barry	-6.6214	5	false
1	142	7	14207	-1.9259	-4.0996	false	about	-12.4678	5	false
1	142	8	14208	7.9806	-5.9928	false	her	-11.5145	3	false
1	142	9	14209	6.0978	-3.2966	false	time	-12.1679	4	false
1	142	10	14210	-3.6394	-5.2412	false	in	-14.0752	2	false
1	142	11	14211	-2.8096	8.756	false	India.		6	true
1	14	1	1401	6.5692	-2.0725	false	A	-14.4505	1	true
1	14	2	1402	-5.6044	-4.2936	false	tube	-7.4588	4	false
1	14	3	1403	0.56276	-0.61748	false	train	-8.9373	5	false
1	14	4	1404	-3.6265	4.6684	false	took	-10.1113	4	false
1	14	5	1405	-1.6395	1.097	false	his	-11.844	3	false
1	14	6	1406	-1.947	-3.7483	false	legs.		5	true
1	61	1	6101	-1.6647	-1.7625	false	Come	-11.0748	4	true
1	61	2	6102	-5.6578	-1.5124	false	within	-10.5137	6	false
1	61	3	6103	4.5385	-1.2933	false	the	-15.2505	3	false
1	61	4	6104	-4.2767	-1.9926	false	walls	-7.7115	5	false
1	61	5	6105	4.7857	-0.60943	false	to	-14.774	2	false
1	61	6	6106	-6.7768	-3.5441	false	escape	-7.7765	6	false
1	61	7	6107	0.030307	3.1741	false	the	-15.2505	3	false
1	61	8	6108	-0.6594	0.77453	false	enemy.		6	true
1	58	1	5801	4.3903	-5.6284	false	You're		6	true
1	58	2	5802	-3.4567	-5.862	false	getting	-10.563	7	false
1	58	3	5803	8.8185	-3.36	false	up	-12.1638	2	false
1	58	4	5804	-3.1787	-5.3834	false	early	-9.9835	5	false
1	58	5	5805	-1.6831	0.66177	false	in	-14.0752	2	false
1	58	6	5806	2.3108	-2.2193	false	the	-15.2505	3	false
1	58	7	5807	-5.4158	5.4713	false	morning.		8	true
1	31	1	3101	-2.7401	1.2493	false	They're		7	true
1	31	2	3102	0.50598	-3.1832	false	riding	-7.6611	6	false
1	31	3	3103	-1.6276	-4.0862	false	out	-12.2331	3	false
1	31	4	3104	0.28918	0.6924100000000001	false	to	-14.774	2	false
1	31	5	3105	5.1426	-2.4828	false	meet	-9.8404	4	false
1	31	6	3106	2.5368	0.81055	false	them.		5	true
1	160	1	16001	-2.2375	-1.5094	false	I	-14.2268	1	true
1	160	2	16002	-2.419	4.9074	false	am	-11.4418	2	false
1	160	3	16003	-2.3455	0.54874	false	trying,		7	true
1	160	4	16004	3.4919	0.45398	false	old	-10.4226	3	false
1	160	5	16005	-2.5775	-1.8286	false	man,		4	true
1	160	6	16006	-0.89094	-0.047958	false	but	-12.7025	3	false
1	160	7	16007	-2.1654	-1.064	false	I	-14.2268	1	false
1	160	8	16008	-1.0017	-3.7414	false	would	-12.5042	5	false
1	160	9	16009	4.4104	-2.7716	false	rather	-10.1779	6	false
1	160	10	16010	3.882	-10.504	false	kill	-8.4431	4	false
1	160	11	16011	-5.8081	-6.0355	false	the	-15.2505	3	false
1	160	12	16012	-0.73625	0.75659	false	ship.		5	true
1	107	1	10701	2.2346	6.3694	false	She	-11.8451	3	true
1	107	2	10702	-6.8239	-4.7739	false	turned	-9.3124	6	false
1	107	3	10703	-5.6169	-0.18678	false	and	-14.4566	3	false
1	107	4	10704	7.7143	0.10495	false	saw	-9.6832	3	false
1	107	5	10705	0.26154	-2.1405	false	him	-11.3897	3	false
