subj_nr	sent_nr	word_pos	item	RTfirstpass	prevfix	reject_data	word	log_freq	nr_char	reject_word
1	1	1	101	348	true	false	Anne	-6.8522	4	true
1	1	2	102	152	true	false	lost	-9.742	4	false
1	1	3	103	144	true	false	control	-9.9403	7	false
1	1	4	104	412	true	false	and	-14.4566	3	false
1	1	5	105	316	true	false	laughed.		8	true
1	2	1	201	272	true	false	Billy	-6.5723	5	true
1	2	2	202	160	true	false	wrote	-8.9048	5	false
1	2	3	203	280	true	false	on	-13.3552	2	false
1	2	4	204	0	true	true	the	-15.2505	3	false
1	2	5	205	820	false	false	envelope.		9	true
1	3	1	301	316	true	false	He	-12.7513	2	true
1	3	2	302	144	true	false	called	-9.7281	6	false
1	3	3	303	520	true	false	over	-11.4436	4	false
1	3	4	304	0	true	true	his	-11.844	3	false
1	3	5	305	168	false	false	shoulder.		9	true
1	4	1	401	288	true	false	He	-12.7513	2	true
1	4	2	402	164	true	false	stayed	-8.8625	6	false
1	4	3	403	376	true	false	against	-10.0753	7	false
1	4	4	404	500	true	false	the	-15.2505	3	false
1	4	5	405	528	true	false	wall.		5	true
1	5	1	501	280	true	false	Helen	-6.8068	5	true
1	5	2	502	404	true	false	ran	-8.363999999999999	3	false
1	5	3	503	0	true	true	to	-14.774	2	false
1	5	4	504	168	false	false	the	-15.2505	3	false
1	5	5	505	572	true	false	toilet.		7	true
1	6	1	601	0	true	true	I	-14.2268	1	true
1	6	2	602	388	false	false	cannot	-10.1549	6	false
1	6	3	603	168	true	false	tell	-10.4293	4	false
1	6	4	604	604	true	false	you	-13.8667	3	false
1	6	5	605	0	true	true	more.		5	true
1	7	1	701	280	false	false	Michael	-8.1565	7	true
1	7	2	702	412	true	false	gave	-9.4624	4	false
1	7	3	703	152	true	false	Adam	-7.4194	4	false
1	7	4	704	400	true	false	two	-11.3457	3	false
1	7	5	705	276	true	false	pounds.		7	true
1	8	1	801	292	true	false	Roger	-6.8178	5	true
1	8	2	802	208	true	false	smiled	-7.0975	6	false
1	8	3	803	272	true	false	and	-14.4566	3	false
1	8	4	804	188	true	false	sat	-8.3236	3	false
1	8	5	805	444	true	false	down.		5	true
1	9	1	901	328	true	false	Things	-11.2235	6	true
1	9	2	902	180	true	false	were	-12.1124	4	false
1	9	3	903	124	true	false	looking	-10.7198	7	false
1	9	4	904	0	true	true	up	-12.1638	2	false
1	9	5	905	164	false	false	again.		6	true
1	10	1	1001	268	true	false	This	-13.429	4	true
1	10	2	1002	448	true	false	man's		5	true
1	10	3	1003	216	true	false	hair	-8.4949	4	false
1	10	4	1004	124	true	false	is	-14.0556	2	false
1	10	5	1005	432	true	false	black.		6	true
1	11	1	1101	0	true	true	Turn	-9.846	4	true
1	11	2	1102	224	false	false	your	-12.7412	4	false
1	11	3	1103	244	true	false	hearing	-8.6905	7	false
1	11	4	1104	200	true	false	aid	-8.6052	3	false
1	11	5	1105	332	true	false	up.		3	true
1	12	1	1201	312	true	false	You'll		6	true
1	12	2	1202	512	true	false	demand	-8.9119	6	false
1	12	3	1203	372	true	false	nothing	-10.4995	7	false
1	12	4	1204	216	true	false	of	-14.3992	2	false
1	12	5	1205	68	true	false	me.		3	true
1	13	1	1301	0	true	true	A	-14.4505	1	true
1	13	2	1302	436	false	false	horse	-8.0993	5	false
1	13	3	1303	252	true	false	has	-12.4745	3	false
1	13	4	1304	232	true	false	thrown	-7.5756	6	false
1	13	5	1305	0	true	true	a	-14.4505	1	false
1	13	6	1306	204	false	false	shoe.		5	true
1	14	1	1401	0	true	true	A	-14.4505	1	true
1	14	2	1402	440	false	false	tube	-7.4588	4	false
1	14	3	1403	236	true	false	train	-8.9373	5	false
1	14	4	1404	492	true	false	took	-10.1113	4	false
1	14	5	1405	220	true	false	his	-11.844	3	false
1	14	6	1406	160	true	false	legs.		5	true
1	15	1	1501	416	true	false	Five	-9.7688	4	true
1	15	2	1502	256	true	false	will	-12.9165	4	false
1	15	3	1503	0	true	true	be	-13.4218	2	false
1	15	4	1504	520	false	false	listening	-8.4956	9	false
1	15	5	1505	304	true	false	for	-13.7057	3	false
1	15	6	1506	344	true	false	sure.		5	true
1	16	1	1601	436	true	false	Gordon	-7.5126	6	true
1	16	2	1602	152	true	false	felt	-9.6992	4	false
1	16	3	1603	260	true	false	his	-11.844	3	false
1	16	4	1604	164	true	false	anger	-7.457000000000002	5	false
1	16	5	1605	368	true	false	build	-9.551	5	false
1	16	6	1606	0	true	true	up.		3	true
1	17	1	1701	312	false	false	Harry	-9.2567	5	true
1	17	2	1702	156	true	false	smiled	-7.0975	6	false
1	17	3	1703	192	true	false	at	-12.8145	2	false
1	17	4	1704	344	true	false	his	-11.844	3	false
1	17	5	1705	136	true	false	little	-10.8566	6	false
1	17	6	1706	604	true	false	brother.		8	true
1	18	1	1801	352	true	false	He	-12.7513	2	true
1	18	2	1802	312	true	false	needed	-9.9694	6	false
1	18	3	1803	156	true	false	putting	-9.0478	7	false
1	18	4	1804	304	true	false	in	-14.0752	2	false
1	18	5	1805	248	true	false	his	-11.844	3	false
1	18	6	1806	264	true	false	place.		6	true
1	19	1	1901	300	true	false	He	-12.7513	2	true
1	19	2	1902	544	true	false	shouted	-6.5971	7	false
1	19	3	1903	204	true	false	and	-14.4566	3	false
1	19	4	1904	140	true	false	the	-15.2505	3	false
1	19	5	1905	172	true	false	calling	-8.3447	7	false
1	19	6	1906	172	true	false	ceased.		7	true
1	20	1	2001	276	true	false	He	-12.7513	2	true
1	20	2	2002	260	true	false	uses	-8.4785	4	false
1	20	3	2003	296	true	false	his	-11.844	3	false
1	20	4	2004	0	true	true	belt	-7.3595	4	false
1	20	5	2005	620	false	false	on	-13.3552	2	false
1	20	6	2006	0	true	true	you.		4	true
1	21	1	2101	276	false	false	He's		4	true
1	21	2	2102	572	true	false	broken	-8.535	6	false
1	21	3	2103	244	true	false	his	-11.844	3	false
1	21	4	2104	148	true	false	wrists	-4.9558	6	false
1	21	5	2105	200	true	false	very	-12.0881	4	false
1	21	6	2106	372	true	false	badly.		6	true
1	22	1	2201	268	true	false	I	-14.2268	1	true
1	22	2	2202	140	true	false	am	-11.4418	2	false
1	22	3	2203	96	true	false	touched	-7.4460000000000015	7	false
1	22	4	2204	308	true	false	deeply	-7.6953	6	false
1	22	5	2205	324	true	false	in	-14.0752	2	false
1	22	6	2206	216	true	false	places.		7	true
1	23	1	2301	0	true	true	I	-14.2268	1	true
1	23	2	2302	156	false	false	don't		5	true
1	23	3	2303	412	true	false	want	-11.5791	4	false
1	23	4	2304	0	true	true	to	-14.774	2	false
1	23	5	2305	188	false	false	hear	-9.8765	4	false
1	23	6	2306	168	true	false	it.		3	true
1	24	1	2401	0	true	true	I	-14.2268	1	true
1	24	2	2402	444	false	false	knew	-9.7054	4	false
1	24	3	2403	0	true	true	I	-14.2268	1	false
1	24	4	2404	324	false	false	heard	-9.7076	5	false
1	24	5	2405	280	true	false	your	-12.7412	4	false
1	24	6	2406	0	true	true	voice.		6	true
1	25	1	2501	0	false	true	I	-14.2268	1	true
1	25	2	2502	512	false	false	wouldn't		8	true
1	25	3	2503	200	true	false	want	-11.5791	4	false
1	25	4	2504	288	true	false	to	-14.774	2	false
1	25	5	2505	0	true	true	miss	-8.8915	4	false
1	25	6	2506	236	false	false	this.		5	true
1	26	1	2601	332	true	false	Jack	-8.3447	4	true
1	26	2	2602	452	true	false	walked	-8.2802	6	false
1	26	3	2603	0	true	true	up	-12.1638	2	false
1	26	4	2604	164	false	false	to	-14.774	2	false
1	26	5	2605	0	true	true	the	-15.2505	3	false
1	26	6	2606	92	false	false	door.		5	true
1	27	1	2701	68	true	false	Ross	-6.6294	4	true
1	27	2	2702	172	true	false	sat	-8.3236	3	false
1	27	3	2703	132	true	false	back	-11.4651	4	false
1	27	4	2704	284	true	false	down	-11.0167	4	false
1	27	5	2705	176	true	false	and	-14.4566	3	false
1	27	6	2706	724	true	false	shivered.		9	true
1	28	1	2801	284	true	false	She	-11.8451	3	true
1	28	2	2802	404	true	false	couldn't		8	true
1	28	3	2803	120	true	false	help	-11.2588	4	false
1	28	4	2804	244	true	false	feel	-10.8093	4	false
1	28	5	2805	356	true	false	for	-13.7057	3	false
1	28	6	2806	164	true	false	Alex.		5	true
1	29	1	2901	0	true	true	The	-15.2505	3	true
1	29	2	2902	36	false	true	bored	-7.5055	5	false
1	29	3	2903	160	true	false	looking	-10.7198	7	false
1	29	4	2904	252	true	false	soldier	-7.1593	7	false
1	29	5	2905	200	true	false	just	-12.2691	4	false
1	29	6	2906	176	true	false	pointed.		8	true
1	30	1	3001	280	true	false	The	-15.2505	3	true
1	30	2	3002	180	true	false	campaign	-8.9119	8	false
1	30	3	3003	504	true	false	will	-12.9165	4	false
1	30	4	3004	0	true	true	pay	-10.4629	3	false
1	30	5	3005	180	false	false	for	-13.7057	3	false
1	30	6	3006	148	true	false	itself.		7	true
1	31	1	3101	304	true	false	They're		7	true
1	31	2	3102	260	true	false	riding	-7.6611	6	false
1	31	3	3103	172	true	false	out	-12.2331	3	false
1	31	4	3104	164	true	false	to	-14.774	2	false
1	31	5	3105	132	true	false	meet	-9.8404	4	false
1	31	6	3106	200	true	false	them.		5	true
1	32	1	3201	0	true	true	We	-13.2763	2	true
1	32	2	3202	268	false	false	barely	-7.5964	6	false
1	32	3	3203	300	true	false	escaped	-6.3561	7	false
1	32	4	3204	304	true	false	with	-13.2011	4	false
1	32	5	3205	256	true	false	our	-12.0983	3	false
1	32	6	3206	0	true	true	lives.		6	true
1	33	1	3301	328	false	false	We've		5	true
1	33	2	3302	0	true	true	been	-12.2027	4	false
1	33	3	3303	316	false	false	travelling	-8.0523	10	false
1	33	4	3304	232	true	false	almost	-9.8822	6	false
1	33	5	3305	288	true	false	three	-10.6126	5	false
1	33	6	3306	340	true	false	days.		5	true
1	34	1	3401	480	true	false	Alice	-6.2785	5	true
1	34	2	3402	136	true	false	is	-14.0556	2	false
1	34	3	3403	152	true	false	looking	-10.7198	7	false
1	34	4	3404	224	true	false	for	-13.7057	3	false
1	34	5	3405	452	true	false	somewhere	-8.9799	9	false
1	34	6	3406	0	true	true	to	-14.774	2	false
1	34	7	3407	1124	false	false	live.		5	true
1	35	1	3501	304	true	false	Alan	-7.3759	4	true
1	35	2	3502	144	true	false	forgot	-7.6971	6	false
1	35	3	3503	144	true	false	to	-14.774	2	false
1	35	4	3504	296	true	false	shave	-5.687	5	false
1	35	5	3505	136	true	false	again	-11.0365	5	false
1	35	6	3506	0	true	true	this	-13.429	4	false
1	35	7	3507	616	false	false	morning.		8	true
1	36	1	3601	320	true	false	Have	-13.3949	4	true
1	36	2	3602	0	true	true	a	-14.4505	1	false
1	36	3	3603	216	false	false	carriage	-6.3172	8	false
1	36	4	3604	712	true	false	sent	-9.2796	4	false
1	36	5	3605	240	true	false	for	-13.7057	3	false
1	36	6	3606	0	true	true	us	-11.694	2	false
1	36	7	3607	1072	false	false	immediately.		12	true
1	37	1	3701	212	true	false	He	-12.7513	2	true
1	37	2	3702	224	true	false	probably	-10.3283	8	false
1	37	3	3703	148	true	false	doesn't		7	true
1	37	4	3704	140	true	false	want	-11.5791	4	false
1	37	5	3705	232	true	false	people	-12.2976	6	false
1	37	6	3706	0	true	true	to	-14.774	2	false
1	37	7	3707	500	false	false	know.		5	true
1	38	1	3801	236	true	false	He	-12.7513	2	true
1	38	2	3802	164	true	false	put	-10.8552	3	false
1	38	3	3803	216	true	false	the	-15.2505	3	false
1	38	4	3804	120	true	false	fork	-6.2748	4	false
1	38	5	3805	316	true	false	on	-13.3552	2	false
1	38	6	3806	216	true	false	the	-15.2505	3	false
1	38	7	3807	912	true	false	table.		6	true
1	39	1	3901	296	true	false	I'll		4	true
1	39	2	3902	148	true	false	give	-10.916	4	false
1	39	3	3903	144	true	false	him	-11.3897	3	false
1	39	4	3904	192	true	false	more	-12.3708	4	false
1	39	5	3905	144	true	false	than	-11.7432	4	false
1	39	6	3906	408	true	false	a	-14.4505	1	false
1	39	7	3907	152	true	false	slap.		5	true
1	40	1	4001	280	true	false	Andrew	-7.4911	6	true
1	40	2	4002	336	true	false	nodded	-6.7226	6	false
1	40	3	4003	204	true	false	and	-14.4566	3	false
1	40	4	4004	0	true	true	stood	-8.0627	5	false
1	40	5	4005	256	false	false	against	-10.0753	7	false
1	40	6	4006	0	true	true	the	-15.2505	3	false
1	40	7	4007	368	false	false	counter.		8	true
1	41	1	4101	288	true	false	Looks	-9.8493	5	true
1	41	2	4102	144	true	false	like	-12.0194	4	false
1	41	3	4103	308	true	false	a	-14.4505	1	false
1	41	4	4104	348	true	false	walk	-9.5654	4	false
1	41	5	4105	912	true	false	did	-11.836	3	false
1	41	6	4106	468	true	false	the	-15.2505	3	false
1	41	7	4107	192	true	false	trick.		6	true
1	42	1	4201	300	true	false	Sam	-7.5746	3	true
1	42	2	4202	152	true	false	felt	-9.6992	4	false
1	42	3	4203	276	true	false	proud	-8.7913	5	false
1	42	4	4204	240	true	false	when	-11.8986	4	false
1	42	5	4205	216	true	false	he	-12.7513	2	false
1	42	6	4206	412	true	false	went	-10.3226	4	false
1	42	7	4207	424	true	false	home.		5	true
1	43	1	4301	292	true	false	Sott		4	true
1	43	2	4302	312	true	false	got	-11.1184	3	false
1	43	3	4303	160	true	false	up	-12.1638	2	false
1	43	4	4304	216	true	false	and	-14.4566	3	false
1	43	5	4305	176	true	false	washed	-6.5862	6	false
1	43	6	4306	204	true	false	his	-11.844	3	false
1	43	7	4307	456	true	false	plate.		6	true
1	44	1	4401	300	true	false	Simon	-7.6468	5	true
1	44	2	4402	148	true	false	nodded	-6.7226	6	false
1	44	3	4403	208	true	false	and	-14.4566	3	false
1	44	4	4404	124	true	false	walked	-8.2802	6	false
1	44	5	4405	380	true	false	into	-11.4471	4	false
1	44	6	4406	204	true	false	the	-15.2505	3	false
1	44	7	4407	0	true	true	room.		5	true
1	45	1	4501	452	false	false	Steve	-8.6654	5	true
1	45	2	4502	436	true	false	sat	-8.3236	3	false
1	45	3	4503	128	true	false	down	-11.0167	4	false
1	45	4	4504	168	true	false	to	-14.774	2	false
1	45	5	4505	588	true	false	eat	-9.2233	3	false
1	45	6	4506	380	true	false	his	-11.844	3	false
1	45	7	4507	1032	true	false	lunch.		6	true
1	46	1	4601	288	true	false	Ted	-6.3297	3	true
1	46	2	4602	244	true	false	smiled	-7.0975	6	false
1	46	3	4603	220	true	false	and	-14.4566	3	false
1	46	4	4604	116	true	false	bit	-10.5956	3	false
1	46	5	4605	296	true	false	his	-11.844	3	false
1	46	6	4606	148	true	false	bottom	-8.9325	6	false
1	46	7	4607	148	true	false	lip.		4	true
1	47	1	4701	424	true	false	Thomas	-7.5528	6	true
1	47	2	4702	672	true	false	stepped	-6.9344	7	false
1	47	3	4703	204	true	false	back	-11.4651	4	false
1	47	4	4704	300	true	false	and	-14.4566	3	false
1	47	5	4705	368	true	false	shook	-6.7274	5	false
1	47	6	4706	524	true	false	his	-11.844	3	false
1	47	7	4707	1040	true	false	head.		5	true
1	48	1	4801	276	true	false	Tom	-7.8087	3	true
1	48	2	4802	364	true	false	stood	-8.0627	5	false
1	48	3	4803	0	true	true	up	-12.1638	2	false
1	48	4	4804	136	false	false	and	-14.4566	3	false
1	48	5	4805	204	true	false	wiped	-6.2106	5	false
1	48	6	4806	248	true	false	his	-11.844	3	false
1	48	7	4807	728	true	false	jeans.		6	true
1	49	1	4901	272	true	false	Tony	-7.818	4	true
1	49	2	4902	380	true	false	stopped	-8.8219	7	false
1	49	3	4903	380	true	false	off	-11.0218	3	false
1	49	4	4904	264	true	false	at	-12.8145	2	false
1	49	5	4905	0	true	true	his	-11.844	3	false
1	49	6	4906	144	false	false	first	-11.5542	5	false
1	49	7	4907	156	true	false	delivery.		9	true
1	50	1	5001	324	true	false	Normally	-8.7419	8	true
1	50	2	5002	192	true	false	they	-13.0694	4	false
1	50	3	5003	124	true	false	want	-11.5791	4	false
1	50	4	5004	0	true	true	to	-14.774	2	false
1	50	5	5005	212	false	false	cut	-9.4932	3	false
1	50	6	5006	336	true	false	things	-11.2235	6	false
1	50	7	5007	132	true	false	up.		3	true
1	51	1	5101	312	true	false	Powerful	-8.5368	8	true
1	51	2	5102	304	true	false	in	-14.0752	2	false
1	51	3	5103	0	true	true	the	-15.2505	3	false
1	51	4	5104	164	false	false	wrong	-10.2748	5	false
1	51	5	5105	308	true	false	hands,		6	true
1	51	6	5106	0	true	true	is	-14.0556	2	false
1	51	7	5107	716	false	false	that.		5	true
1	52	1	5201	328	true	false	She	-11.8451	3	true
1	52	2	5202	0	true	true	had	-12.2547	3	false
1	52	3	5203	180	false	false	refused	-8.0818	7	false
1	52	4	5204	284	true	false	to	-14.774	2	false
1	52	5	5205	308	true	false	leave	-10.0143	5	false
1	52	6	5206	344	true	false	her	-11.5145	3	false
1	52	7	5207	340	true	false	home.		5	true
1	53	1	5301	296	true	false	She	-11.8451	3	true
1	53	2	5302	540	true	false	hid	-6.0591	3	false
1	53	3	5303	136	true	false	the	-15.2505	3	false
1	53	4	5304	204	true	false	boxes	-7.769	5	false
1	53	5	5305	220	true	false	and	-14.4566	3	false
1	53	6	5306	188	true	false	matches	-7.6912	7	false
1	53	7	5307	396	true	false	well.		5	true
1	54	1	5401	276	true	false	The	-15.2505	3	true
1	54	2	5402	112	true	false	bored	-7.5055	5	false
1	54	3	5403	184	true	false	looking	-10.7198	7	false
1	54	4	5404	196	true	false	soldier	-7.1593	7	false
1	54	5	5405	164	true	false	continued	-8.7279	9	false
1	54	6	5406	192	true	false	looking	-10.7198	7	false
1	54	7	5407	152	true	false	bored.		6	true
1	55	1	5501	292	true	false	The	-15.2505	3	true
1	55	2	5502	692	true	false	dead	-9.002	4	false
1	55	3	5503	380	true	false	must	-10.9873	4	false
1	55	4	5504	148	true	false	not	-13.1591	3	false
1	55	5	5505	204	true	false	kill	-8.4431	4	false
1	55	6	5506	284	true	false	the	-15.2505	3	false
1	55	7	5507	764	true	false	living.		7	true
1	56	1	5601	288	true	false	The	-15.2505	3	true
1	56	2	5602	208	true	false	prison	-8.1915	6	false
1	56	3	5603	356	true	false	guard	-7.5181	5	false
1	56	4	5604	260	true	false	walked	-8.2802	6	false
1	56	5	5605	292	true	false	along	-9.7545	5	false
1	56	6	5606	136	true	false	the	-15.2505	3	false
1	56	7	5607	336	true	false	row.		4	true
1	57	1	5701	336	true	false	The	-15.2505	3	true
1	57	2	5702	0	true	true	van	-8.0784	3	false
1	57	3	5703	204	false	false	is	-14.0556	2	false
1	57	4	5704	720	true	false	your	-12.7412	4	false
1	57	5	5705	196	true	false	lead,		5	true
1	57	6	5706	160	true	false	follow	-9.5445	6	false
1	57	7	5707	192	true	false	that.		5	true
1	58	1	5801	644	true	false	You're		6	true
1	58	2	5802	240	true	false	getting	-10.563	7	false
1	58	3	5803	164	true	false	up	-12.1638	2	false
1	58	4	5804	140	true	false	early	-9.9835	5	false
1	58	5	5805	200	true	false	in	-14.0752	2	false
1	58	6	5806	0	true	true	the	-15.2505	3	false
1	58	7	5807	312	false	false	morning.		8	true
1	59	1	5901	628	true	false	After	-11.2704	5	true
1	59	2	5902	472	true	false	lunch	-8.5118	5	false
1	59	3	5903	204	true	false	he	-12.7513	2	false
1	59	4	5904	224	true	false	was	-13.1952	3	false
1	59	5	5905	220	true	false	told	-10.3117	4	false
1	59	6	5906	0	true	true	he	-12.7513	2	false
1	59	7	5907	188	false	false	had	-12.2547	3	false
1	59	8	5908	224	true	false	visitors.		9	true
1	60	1	6001	376	true	false	Albert	-6.4265	6	true
1	60	2	6002	240	true	false	spoke	-8.5558	5	false
1	60	3	6003	180	true	false	before	-11.2084	6	false
1	60	4	6004	236	true	false	Barbara	-6.1356	7	false
1	60	5	6005	180	true	false	had	-12.2547	3	false
1	60	6	6006	220	true	false	a	-14.4505	1	false
1	60	7	6007	180	true	false	chance	-9.7296	6	false
1	60	8	6008	0	true	true	to.		3	true
1	61	1	6101	304	false	false	Come	-11.0748	4	true
1	61	2	6102	504	true	false	within	-10.5137	6	false
1	61	3	6103	216	true	false	the	-15.2505	3	false
1	61	4	6104	192	true	false	walls	-7.7115	5	false
1	61	5	6105	0	true	true	to	-14.774	2	false
1	61	6	6106	204	false	false	escape	-7.7765	6	false
1	61	7	6107	232	true	false	the	-15.2505	3	false
1	61	8	6108	500	true	false	enemy.		6	true
1	62	1	6201	412	true	false	Follow	-9.5445	6	true
1	62	2	6202	204	true	false	me	-12.179	2	false
1	62	3	6203	128	true	false	closely	-8.4172	7	false
1	62	4	6204	132	true	false	and	-14.4566	3	false
1	62	5	6205	236	true	false	watch	-9.4411	5	false
1	62	6	6206	340	true	false	for	-13.7057	3	false
1	62	7	6207	228	true	false	their	-12.3288	5	false
1	62	8	6208	324	true	false	leader.		7	true
1	63	1	6301	316	true	false	He	-12.7513	2	true
1	63	2	6302	0	true	true	called	-9.7281	6	false
1	63	3	6303	168	false	false	out	-12.2331	3	false
1	63	4	6304	240	true	false	but	-12.7025	3	false
1	63	5	6305	0	true	true	she	-11.8451	3	false
1	63	6	6306	188	false	false	did	-11.836	3	false
1	63	7	6307	548	true	false	not	-13.1591	3	false
1	63	8	6308	356	true	false	move.		5	true
1	64	1	6401	280	true	false	He	-12.7513	2	true
1	64	2	6402	120	true	false	sat	-8.3236	3	false
1	64	3	6403	112	true	false	down	-11.0167	4	false
1	64	4	6404	276	true	false	and	-14.4566	3	false
1	64	5	6405	0	true	true	began	-8.8718	5	false
1	64	6	6406	236	false	false	to	-14.774	2	false
1	64	7	6407	0	true	true	eat	-9.2233	3	false
1	64	8	6408	196	false	false	breakfast.		10	true
1	65	1	6501	0	true	true	He	-12.7513	2	true
1	65	2	6502	200	false	false	slammed	-5.5491	7	false
1	65	3	6503	172	true	false	the	-15.2505	3	false
1	65	4	6504	144	true	false	knife	-7.1389	5	false
1	65	5	6505	160	true	false	down	-11.0167	4	false
1	65	6	6506	260	true	false	on	-13.3552	2	false
1	65	7	6507	0	true	true	the	-15.2505	3	false
1	65	8	6508	128	false	false	lamb.		5	true
1	66	1	6601	0	true	true	He	-12.7513	2	true
1	66	2	6602	284	false	false	staggered	-5.1591	9	false
1	66	3	6603	416	true	false	into	-11.4471	4	false
1	66	4	6604	176	true	false	the	-15.2505	3	false
1	66	5	6605	96	true	false	chair	-8.68	5	false
1	66	6	6606	0	true	true	at	-12.8145	2	false
1	66	7	6607	160	false	false	his	-11.844	3	false
1	66	8	6608	80	true	false	desk.		5	true
1	67	1	6701	0	true	true	I	-14.2268	1	true
1	67	2	6702	228	false	false	do	-13.0061	2	false
1	67	3	6703	328	true	false	not	-13.1591	3	false
1	67	4	6704	284	true	false	spare	-8.014	5	false
1	67	5	6705	408	true	false	the	-15.2505	3	false
1	67	6	6706	128	true	false	birds	-8.0077	5	false
1	67	7	6707	164	true	false	a	-14.4505	1	false
1	67	8	6708	392	true	false	killing.		8	true
1	68	1	6801	216	true	false	I	-14.2268	1	true
1	68	2	6802	180	true	false	think	-11.9238	5	false
1	68	3	6803	348	true	false	our	-12.0983	3	false
1	68	4	6804	128	true	false	friend's		8	true
1	68	5	6805	336	true	false	demands	-7.8332	7	false
1	68	6	6806	392	true	false	are	-13.3822	3	false
1	68	7	6807	168	true	false	well	-11.8607	4	false
1	68	8	6808	160	true	false	justified.		10	true
1	69	1	6901	64	true	false	Let	-10.8176	3	true
1	69	2	6902	172	true	false	us	-11.694	2	false
1	69	3	6903	172	true	false	leave	-10.0143	5	false
1	69	4	6904	176	true	false	these	-11.7864	5	false
1	69	5	6905	180	true	false	poor	-9.4594	4	false
1	69	6	6906	160	true	false	people	-12.2976	6	false
1	69	7	6907	0	true	true	in	-14.0752	2	false
1	69	8	6908	292	false	false	peace.		6	true
1	70	1	7001	280	true	false	Walter	-5.8260000000000005	6	true
1	70	2	7002	428	true	false	closed	-8.772	6	false
1	70	3	7003	252	true	false	the	-15.2505	3	false
1	70	4	7004	0	true	true	door	-9.4564	4	false
1	70	5	7005	196	false	false	and	-14.4566	3	false
1	70	6	7006	168	true	false	took	-10.1113	4	false
1	70	7	7007	0	true	true	a	-14.4505	1	false
1	70	8	7008	284	false	false	breath.		7	true
1	71	1	7101	420	true	false	William	-7.4407	7	true
1	71	2	7102	168	true	false	sat	-8.3236	3	false
1	71	3	7103	264	true	false	down	-11.0167	4	false
1	71	4	7104	168	true	false	and	-14.4566	3	false
1	71	5	7105	160	true	false	tucked	-5.8636	6	false
1	71	6	7106	408	true	false	into	-11.4471	4	false
1	71	7	7107	280	true	false	his	-11.844	3	false
1	71	8	7108	680	true	false	breakfast.		10	true
1	72	1	7201	332	true	false	Alec	-4.8828	4	true
1	72	2	7202	156	true	false	stood	-8.0627	5	false
1	72	3	7203	272	true	false	against	-10.0753	7	false
1	72	4	7204	140	true	false	the	-15.2505	3	false
1	72	5	7205	136	true	false	wall	-8.8472	4	false
1	72	6	7206	0	true	true	to	-14.774	2	false
1	72	7	7207	496	false	false	steady	-7.3778	6	false
1	72	8	7208	272	true	false	himself.		8	true
1	73	1	7301	332	true	false	No-one		6	true
1	73	2	7302	228	true	false	else	-10.3631	4	false
1	73	3	7303	160	true	false	had	-12.2547	3	false
1	73	4	7304	184	true	false	dared	-5.4161	5	false
1	73	5	7305	428	true	false	step	-9.4013	4	false
1	73	6	7306	156	true	false	within	-10.5137	6	false
1	73	7	7307	0	true	true	the	-15.2505	3	false
1	73	8	7308	176	false	false	ring.		5	true
1	74	1	7401	296	true	false	None	-9.1445	4	true
1	74	2	7402	196	true	false	of	-14.3992	2	false
1	74	3	7403	196	true	false	the	-15.2505	3	false
1	74	4	7404	0	true	true	city	-10.0915	4	false
1	74	5	7405	444	false	false	people	-12.2976	6	false
1	74	6	7406	328	true	false	dress	-7.9544	5	false
1	74	7	7407	468	true	false	like	-12.0194	4	false
1	74	8	7408	0	true	true	that.		5	true
1	75	1	7501	272	false	false	She	-11.8451	3	true
1	75	2	7502	144	true	false	saw	-9.6832	3	false
1	75	3	7503	168	true	false	the	-15.2505	3	false
1	75	4	7504	148	true	false	throwing	-7.3212	8	false
1	75	5	7505	124	true	false	knife	-7.1389	5	false
1	75	6	7506	212	true	false	in	-14.0752	2	false
1	75	7	7507	0	true	true	his	-11.844	3	false
1	75	8	7508	416	false	false	hand.		5	true
1	76	1	7601	488	true	false	She	-11.8451	3	true
1	76	2	7602	0	true	true	was	-13.1952	3	false
1	76	3	7603	168	false	false	smiling	-6.9791	7	false
1	76	4	7604	164	true	false	in	-14.0752	2	false
1	76	5	7605	224	true	false	the	-15.2505	3	false
1	76	6	7606	0	true	true	dark,		5	true
1	76	7	7607	188	false	false	teeth	-7.5299	5	false
1	76	8	7608	212	true	false	flashing.		9	true
1	77	1	7701	264	true	false	Shut	-8.1077	4	true
1	77	2	7702	528	true	false	your	-12.7412	4	false
1	77	3	7703	244	true	false	smart	-8.5581	5	false
1	77	4	7704	408	true	false	foul	-6.3261	4	false
1	77	5	7705	384	true	false	mouth	-7.9885	5	false
1	77	6	7706	168	true	false	and	-14.4566	3	false
1	77	7	7707	316	true	false	sit	-8.9596	3	false
1	77	8	7708	64	true	false	down.		5	true
1	78	1	7801	312	true	false	Tell	-10.4293	4	true
1	78	2	7802	204	true	false	me	-12.179	2	false
1	78	3	7803	124	true	false	what	-12.7303	4	false
1	78	4	7804	172	true	false	really	-11.6405	6	false
1	78	5	7805	164	true	false	happened	-9.7348	8	false
1	78	6	7806	0	true	true	to	-14.774	2	false
1	78	7	7807	208	false	false	the	-15.2505	3	false
1	78	8	7808	164	true	false	truck.		6	true
1	79	1	7901	240	true	false	The	-15.2505	3	true
1	79	2	7902	52	true	false	door	-9.4564	4	false
1	79	3	7903	168	true	false	was	-13.1952	3	false
