rnntype	fit	se	x
LSTM	16.70678798977665	4.735604	-7.11551
LSTM	18.890065119903603	4.612089	-7.0869417
LSTM	20.917164729278603	4.5306716	-7.058374
LSTM	22.809323237579385	4.508259	-7.029806
LSTM	24.587767527740517	4.549551	-7.001238
LSTM	26.273734019439736	4.6455946	-6.97267
LSTM	27.88844959561161	4.77601	-6.9441023
LSTM	29.453151629608193	4.9135556	-6.9155345
LSTM	30.990029261749306	5.0298414	-6.886966
LSTM	32.522964404266396	5.1018953	-6.8583984
LSTM	34.06981270138554	5.118732	-6.8298306
LSTM	35.63575403515629	5.084743	-6.8012624
LSTM	37.22311394039921	5.0115314	-6.7726946
LSTM	38.83421914402775	4.914105	-6.744127
LSTM	40.47139494244389	4.8092284	-6.7155585
LSTM	42.13696704928211	4.71376	-6.6869907
LSTM	43.8332614165955	4.6427364	-6.658423
LSTM	45.56260387722782	4.607299	-6.6298547
LSTM	47.32732002560429	4.61288	-6.601287
LSTM	49.12973587338261	4.6582785	-6.572719
LSTM	50.9721774322205	4.736016	-6.5441513
LSTM	52.85696976010136	4.833875	-6.515583
LSTM	54.78643982235722	4.9370747	-6.4870152
LSTM	56.7628211242371	5.0305724	-6.4584475
LSTM	58.78459255520634	5.1025805	-6.429879
LSTM	60.84226314846806	5.14741	-6.4013114
LSTM	62.922713206451455	5.1641774	-6.3727436
LSTM	65.01212780300907	5.157028	-6.3441753
LSTM	67.10064022366336	5.1361833	-6.3156075
LSTM	69.1815633041077	5.1152563	-6.2870398
LSTM	71.2483357650452	5.1068735	-6.258472
LSTM	73.29439251248172	5.120712	-6.2299037
LSTM	75.3131665450745	5.161976	-6.201336
LSTM	77.29809467617801	5.23053	-6.172768
LSTM	79.24261753384403	5.320898	-6.1442
LSTM	81.14016239468387	5.4230804	-6.115632
LSTM	82.98417179409793	5.5238967	-6.0870643
LSTM	84.76807682339481	5.6085124	-6.058496
LSTM	86.48531620327762	5.661925	-6.029928
LSTM	88.12932483975223	5.670375	-6.0013604
LSTM	89.6935376388245	5.6228733	-5.972792
LSTM	91.17139332119754	5.513209	-5.9442244
LSTM	92.55632297817996	5.3430805	-5.9156566
LSTM	93.8433064681702	5.128279	-5.887089
LSTM	95.0420254928284	4.911386	-5.8585205
LSTM	96.17729465786746	4.7549443	-5.8299527
LSTM	97.28135196987918	4.7183857	-5.801385
LSTM	98.38838856045535	4.829275	-5.7728167
LSTM	99.5326146346741	5.0688453	-5.744249
LSTM	100.74824039761356	5.381049	-5.715681
LSTM	102.06948368374637	5.6929803	-5.687113
LSTM	103.53055469815067	5.9310584	-5.658545
LSTM	105.16566364590457	6.028785	-5.629977
LSTM	107.00902836148074	5.930083	-5.601409
LSTM	109.09485142056278	5.5936475	-5.572841
LSTM	111.45695774380496	5.006515	-5.5442734
LSTM	114.11268131558231	4.2433085	-5.5157056
LSTM	117.03309147183231	3.597143	-5.4871373
LSTM	120.14835636441043	3.6118743	-5.4585695
LSTM	123.38196842495731	4.5468354	-5.4300017
LSTM	126.66272251431278	6.072566	-5.4014335
