rnntype	fit	se	x
GRU	-25.90190846043936	2.780729	-5.271583
GRU	-27.04682690221182	2.7342396	-5.244497
GRU	-28.205169263662015	2.676362	-5.2174106
GRU	-29.376210752309476	2.6106982	-5.1903243
GRU	-30.559262815297757	2.5425892	-5.163238
GRU	-31.753636899770413	2.4775906	-5.136152
GRU	-32.9586501749169	2.4209309	-5.1090655
GRU	-34.1736159952294	2.3771877	-5.0819793
GRU	-35.39784580785147	2.3501298	-5.0548935
GRU	-36.63065487462393	2.342812	-5.027807
GRU	-37.87135655003897	2.3579783	-5.000721
GRU	-39.119266095937405	2.3987565	-4.9736347
GRU	-40.37369686681143	2.4695168	-4.9465485
GRU	-41.63385731297842	2.577127	-4.919462
GRU	-42.89858776646963	2.7306411	-4.892376
GRU	-44.166513028920804	2.935684	-4.8652897
GRU	-45.43621212560049	3.1906102	-4.8382034
GRU	-46.706525388539944	3.4873106	-4.811117
LSTM	9.459857565350699	4.3857064	-7.6081276
LSTM	9.48839531559484	4.0778522	-7.5800514
LSTM	9.516936880536246	3.793787	-7.551975
LSTM	9.545478445477652	3.5364563	-7.5238986
LSTM	9.57390556950109	3.306251	-7.495822
LSTM	9.60190735477941	3.1012547	-7.467746
LSTM	9.629026037640738	2.9186938	-7.439669
LSTM	9.654605490155387	2.7572496	-7.411593
LSTM	9.677974325604605	2.6165195	-7.3835163
LSTM	9.698453527875113	2.496373	-7.35544
LSTM	9.715373617596793	2.396403	-7.327364
LSTM	9.728057486004996	2.3154945	-7.2992873
LSTM	9.735829931683707	2.2516243	-7.271211
LSTM	9.738021475262808	2.2020843	-7.2431345
LSTM	9.733981710858512	2.1645122	-7.2150583
LSTM	9.723071676678824	2.1367643	-7.1869817
LSTM	9.70469055790441	2.1174445	-7.1589055
LSTM	9.678306204266715	2.1067362	-7.130829
LSTM	9.643453222699332	2.1058974	-7.1027527
LSTM	9.599713903851676	2.1158519	-7.074676
LSTM	9.546647650189566	2.1353486	-7.0466
LSTM	9.483762365765738	2.1607335	-7.0185237
LSTM	9.410417181439566	2.1874528	-6.990447
LSTM	9.325862509198355	2.2115395	-6.962371
LSTM	9.229169470257926	2.231648	-6.934294
LSTM	9.11930237431066	2.2489207	-6.906218
LSTM	8.995215994305777	2.2652776	-6.8781414
LSTM	8.855872732587027	2.2827106	-6.850065
LSTM	8.700227362103629	2.3027704	-6.8219886
LSTM	8.527240377850699	2.3262134	-6.7939124
LSTM	8.33586846012609	2.352815	-6.765836
LSTM	8.12507401127355	2.3813517	-6.7377596
LSTM	7.893809896893668	2.4097419	-6.7096834
LSTM	7.641040426678824	2.4353104	-6.681607
LSTM	7.365830999798941	2.4553297	-6.6535306
LSTM	7.067792517132926	2.4681199	-6.625454
LSTM	6.747259718365836	2.4736552	-6.597378
LSTM	6.404982191510367	2.473245	-6.569301
LSTM	6.042100531048941	2.469403	-6.541225
LSTM	5.659780126996207	2.464861	-6.5131483
LSTM	5.259183508343863	2.4621758	-6.485072
LSTM	4.8414760651065585	2.4634287	-6.4569955
LSTM	4.407822233624625	2.469986	-6.4289193
LSTM	3.9593845428897616	2.4823408	-6.400843
LSTM	3.497328382916617	2.5000582	-6.3727665
LSTM	3.0228181900455233	2.5218246	-6.3446903
LSTM	2.537017446942496	2.5455983	-6.3166137
LSTM	2.0410915436221835	2.56883	-6.2885375
LSTM	1.536182028241324	2.588766	-6.260461
LSTM	1.0232292236758944	2.6030166	-6.2323847
LSTM	0.5028234543277499	2.6100485	-6.204308
LSTM	-0.025437730364632927	2.610269	-6.176232
LSTM	-0.5626558242367032	2.605623	-6.1481557
LSTM	-1.1099847732113126	2.5984564	-6.120079
LSTM	-1.6685761390255216	2.5911853	-6.092003
LSTM	-2.2395829139278653	2.5860553	-6.063926
LSTM	-2.824156182818246	2.584929	-6.03585
LSTM	-3.4234494147823575	2.5891082	-6.0077734
LSTM	-4.038614648394418	2.5992088	-5.979697
LSTM	-4.670803922228647	2.6151013	-5.9516206
LSTM	-5.32116975169642	2.6359231	-5.9235444
LSTM	-5.990864175371957	2.6601632	-5.8954678
LSTM	-6.681039947085214	2.6858003	-5.8673916
LSTM	-7.392849105410409	2.7104814	-5.8393154
LSTM	-8.12744404654963	2.731723	-5.811239
LSTM	-8.885948854498697	2.7471707	-5.7831626
LSTM	-9.669144707732034	2.755284	-5.755086
LSTM	-10.477206843905282	2.7558327	-5.72701
LSTM	-11.30992879252894	2.7495227	-5.698933
LSTM	-12.166699784807992	2.7378938	-5.670857
LSTM	-13.046663659624887	2.7229223	-5.6427803
LSTM	-13.94894828181727	2.706514	-5.614704
LSTM	-14.872681516222787	2.6903028	-5.5866275
LSTM	-15.816991227679086	2.6755013	-5.5585513
LSTM	-16.781005281023813	2.662786	-5.530475
LSTM	-17.76385249476893	2.652229	-5.5023985
LSTM	-18.76465930324061	2.6432846	-5.4743223
LSTM	-19.782554048113656	2.634829	-5.4462457
LSTM	-20.81666602473719	2.625254	-5.4181695
LSTM	-21.86612071376307	2.6126077	-5.390093
LSTM	-22.93004836421473	2.594772	-5.3620167
LSTM	-24.00757636409266	2.5696807	-5.33394
LSTM	-25.09783114772303	2.5355806	-5.305864
LSTM	-26.199947732500863	2.4914033	-5.2777877
LSTM	-27.31318511348231	2.4380052	-5.249711
LSTM	-28.43698539119227	2.3785906	-5.221635
LSTM	-29.570858377032113	2.3176692	-5.193558
LSTM	-30.714327233843637	2.260053	-5.165482
LSTM	-31.866920846514535	2.2102983	-5.1374054
LSTM	-33.02816047053797	2.172427	-5.109329
LSTM	-34.19757308345301	2.1497657	-5.0812526
LSTM	-35.37468375545008	2.1449788	-5.0531764
LSTM	-36.55901564937098	2.1603394	-5.0250998
LSTM	-37.750095742754766	2.1982374	-4.9970236
LSTM	-38.94744719844324	2.2618406	-4.9689474
LSTM	-40.150499719195196	2.3560572	-4.940871
LSTM	-41.35829963069422	2.4876857	-4.9127946
LSTM	-42.569538491778204	2.6617656	-4.884718
LSTM	-43.78279914241297	2.8778276	-4.856642
LSTM	-44.99682273250086	3.1299682	-4.828565
