rep	epoch	rnntype	chi2	b_surp	z_surp	avsurp
3	7	GRU	28.133793603657978	-0.22380586631385857	-5.328508960726225	5.235649149314714
3	7	LSTM	27.054889150662348	-0.22474996393380087	-5.224381454723801	5.257590547248184
3	8	SRN	27.355494448944228	-0.21630738570377386	-5.085912786695449	5.134382786501391
3	8	GRU	40.03898338260478	-0.25107015893060486	-6.369795696641499	4.916963781100737
3	8	LSTM	42.98471321800025	-0.26642481446942057	-6.603653451905773	4.92211046733055
3	9	SRN	32.92036201042356	-0.2276063731484275	-5.768685017067006	5.029985692879199
3	9	GRU	50.454145824420266	-0.2717668414573324	-7.162827069943086	4.844223101176915
3	9	LSTM	47.60046744541614	-0.26346567183192954	-6.629258443708698	4.856092201791917
4	1	SRN	10.026969161466695	0.23491109158150825	3.1716642355443776	7.320845078512743
4	1	GRU	14.718409441935364	0.253925542672672	3.5159563158042437	7.410566178628345
4	1	LSTM	16.01368480641395	0.2226470913685746	3.2080317578335693	7.544434973308747
4	2	SRN	17.417744574748212	0.391009145524679	4.1853973367394	7.103375547092102
4	2	GRU	16.375468098412966	0.38705859922564456	4.057458150128026	7.151117066774728
4	2	LSTM	14.171754104754655	0.3582692159414692	3.773139525549322	7.179157696750241
4	3	SRN	18.52344961540075	0.39549968984277845	4.317487270914628	6.75193544781948
4	3	GRU	25.988576690026093	0.5591450628729511	5.119970990284157	6.881064545936895
4	3	LSTM	23.96959240330034	0.6182845194209087	4.915151428108158	6.977319561077617
4	4	SRN	4.041178939311067	0.14208088031549648	2.0070543117336292	6.378573636562217
4	4	GRU	4.3839046304055955	0.1552841445507099	2.0954061426581028	6.459773923766138
4	4	LSTM	11.626301368902205	0.2975556483717849	3.416567387417751	6.607421462241951
4	5	SRN	0.2038029104587622	0.007334676072640724	0.12983783140645405	6.052819832672609
4	5	GRU	0.00173343118513003	0.00022698847768920085	0.0038809819324253808	6.115191746011882
4	5	LSTM	0.15202781569678336	0.02166890241147291	0.3535528160684898	6.217574473199525
4	6	SRN	9.34005845937645	-0.14328220618528228	-2.776234964961403	5.671410130178227
4	6	GRU	5.445994362409692	-0.11237177581695937	-2.231295518872897	5.658780357755909
4	6	LSTM	2.9316903741273563	-0.0871745204608927	-1.692917902275666	5.728789638810014
4	7	SRN	22.3434073352837	-0.20994189541025116	-4.7440223012499665	5.417299591046743
4	7	GRU	22.514475352159934	-0.20525332078973696	-4.6378805264506955	5.257249817375882
4	7	LSTM	19.549813946068753	-0.19598793388888996	-4.413101447837846	5.294588056067124
4	8	SRN	27.851386511028977	-0.217196496826769	-5.155643461619738	5.161154050510433
4	8	GRU	34.715092866594205	-0.2338620464316896	-5.562571451963243	4.951772175568967
4	8	LSTM	38.53280256554717	-0.24708151236524561	-5.708083782992216	4.948309999063479
4	9	SRN	34.5293922048877	-0.24063587332422492	-5.859973667395538	5.022381952986011
4	9	GRU	39.75072226423072	-0.24511307418032374	-5.965527288513313	4.827191749133771
4	9	LSTM	45.59897247044137	-0.2644158012265965	-6.361745476430411	4.828565251459449
5	1	SRN	10.998051141417818	0.25298413782862006	3.320881992666049	7.411140383354769
5	1	GRU	16.322328884125454	0.2727070907694442	3.5583111028272483	7.430308369494051
5	1	LSTM	15.946135693462566	0.20800513202060392	2.9181537673284543	7.531137420784871
5	2	SRN	3.9762854904984124	0.18874090735149654	1.9954241630623124	7.1066495551462605
5	2	GRU	6.086488921631826	0.24046321644309238	2.4697020828052483	7.124878238066989
5	2	LSTM	4.9645309220359195	0.2171361809808543	2.2300410896746983	7.13311205943897
5	3	SRN	17.82805205945624	0.3560764999341099	4.235296775369242	6.863335525863723
5	3	GRU	17.43139549487387	0.4423942267060773	4.187929557198105	7.0274431586177775
5	3	LSTM	14.099850170721766	0.44880697132537506	3.7641243369252524	7.1049031373897416
5	4	SRN	2.5689021453727037	0.1029528776838333	1.6035734180218857	6.407445681016363
5	4	GRU	7.602415362314787	0.1929174881188302	2.7610450301333787	6.506227312459013
5	4	LSTM	11.777465605875477	0.28826479858791104	3.4392178002327882	6.664322055380312
5	5	SRN	0.27448517506127246	0.029064206030339077	0.5239373335313132	6.071138145037795
5	5	GRU	0.413288532407023	0.03761984425676427	0.6429247975672887	6.126003315331227
5	5	LSTM	1.3737602455657907	0.07253364996152606	1.1723621484760856	6.218578169387884
5	6	SRN	9.107106567855226	-0.14876651703323698	-3.0222234533305725	5.647798960447003
5	6	GRU	10.112361323204823	-0.1532230836096701	-3.1618865685036046	5.640055158742467
5	6	LSTM	6.517379795783199	-0.1283006065075463	-2.5556085752931135	5.708858202478777
5	7	SRN	20.070887262001634	-0.1904313991860307	-4.357254158175913	5.407071835294828
5	7	GRU	20.985170536965597	-0.18680602074069602	-4.434401331820694	5.263035703805485
5	7	LSTM	21.02182061361964	-0.19341430367880444	-4.580129778893738	5.2923894702339025
5	8	SRN	23.196851257031085	-0.19718424812537996	-4.645691289721937	5.174779630381156
5	8	GRU	37.61022141383728	-0.24030083563926574	-6.031357459047571	4.9078346236693
5	8	LSTM	37.488087763864314	-0.24372562488619928	-5.708569783972957	4.93305290481678
5	9	SRN	25.588678630272625	-0.20344740553591842	-5.0791854216846275	5.059429641307504
5	9	GRU	43.84079791334807	-0.2527110606874905	-6.482577742184522	4.8540875534604675
5	9	LSTM	45.847241526673315	-0.26312035017152036	-6.211115571818157	4.859511466300372
6	1	SRN	3.955028466967633	0.15465297345343304	1.9896361535424072	7.2477705740954494
6	1	GRU	6.894889651564881	0.16572325604085913	2.1287495817117437	7.337949661286909
6	1	LSTM	10.321321183117107	0.1737706940527216	2.3546012205490086	7.473588383854188
6	2	SRN	15.092859226948349	0.383833936278791	3.895042252199073	7.114291393250739
6	2	GRU	17.68522091349587	0.4062566209547	4.2179039640080065	7.138795645116
6	2	LSTM	15.86479701648932	0.38146871609744537	3.9935803293199292	7.15125204320558
6	3	SRN	15.811750124645187	0.3532337119017188	3.987198091137982	6.780514503792936
6	3	GRU	11.40932258736575	0.37659704536364713	3.3844186974475696	6.897352608247756
6	3	LSTM	8.30697694758419	0.36289760543300126	2.8862014691285656	6.984861920519443
6	4	SRN	11.599547645251732	0.21989264074673318	3.4129018841369954	6.460163771735339
6	4	GRU	14.25597570289392	0.26762775363680635	3.7852174413792357	6.526134030531102
6	4	LSTM	21.108903065236518	0.39643166467762814	4.6118519327530665	6.688189142446862
6	5	SRN	0.003968039964092895	-0.0035428173803979056	-0.06300018899558288	6.0661023787968995
6	5	GRU	0.3793440872395877	0.035522049734530825	0.6159174644538101	6.135301954234738
6	5	LSTM	1.1809963250125293	0.0661218093321947	1.0869917500909576	6.238869543907878
6	6	SRN	5.320772345003206	-0.11513067204121709	-2.308638933156787	5.7323815565199014
6	6	GRU	5.391750300157582	-0.11616166772927597	-2.293403110111045	5.699937555021498
6	6	LSTM	3.240621364908293	-0.0933286121532844	-1.7928173998767951	5.787399778353578
6	7	SRN	15.244306391221471	-0.17211221681601918	-3.913854483809818	5.473252998470332
6	7	GRU	25.793553742725635	-0.21723749566485492	-5.006807557236327	5.222254528142788
6	7	LSTM	24.3815533623565	-0.21653696158979954	-4.957434677906871	5.2735268847751335
6	8	SRN	20.15836768175359	-0.18475392614706923	-4.504498195387699	5.171897458870528
6	8	GRU	39.36294293368701	-0.24870363042004603	-5.888911021378553	4.943664077669861
6	8	LSTM	29.527683621563483	-0.21811027770968267	-5.165914465029623	4.971057759185881
6	9	SRN	24.910816503397655	-0.19928548568741258	-5.011316375943433	5.078284637717304
6	9	GRU	47.61166509237955	-0.2694180641781926	-6.5379758263897845	4.867402847064028
6	9	LSTM	39.87844442925416	-0.24503544298901364	-5.587919967501349	4.876153838229257
