rep	epoch	rnntype	chi2	b_surp	z_surp	b_prevsurp	z_prevsurp	avsurp
4	8	GRU	165.59828714587957	0.0072761227863057144	4.431875330074745	0.010164757857930005	5.318083153256857	4.926961484111793
4	8	LSTM	162.0089619243265	0.006480561564078869	3.9079419402050206	0.010316850960226838	5.305618562226306	4.943537104242848
4	9	SRN	149.86472263234418	0.005782357338934835	3.4092297736342765	0.010320513270347786	5.426739297512776	5.041154584586441
4	9	GRU	180.60257997034068	0.006479047961680142	3.998315229676171	0.010536393335162226	5.486252070594152	4.785152584513447
4	9	LSTM	178.53804382635803	0.006376778200400856	3.8720422845873315	0.010738263706990948	5.55468366016919	4.812768176383221
5	1	SRN	2.09082243499347	0.0014243652583123896	0.5794682480311227	0.0030994937834401648	1.3172665993169073	7.348662814594265
5	1	GRU	0.07398636837660888	-0.0004117684338385753	-0.17737881092973387	0.0004583071611010941	0.20601728636699085	7.3732233863547885
5	1	LSTM	0.6100004872316731	-0.0011205349591838225	-0.539389684985237	-0.001129278861198214	-0.5705128435357488	7.469275591144887
5	2	SRN	1.3924474418658974	-0.0002811246481388098	-0.09195945241683211	0.0034276316235600165	1.1773555167997436	7.021022705170502
5	2	GRU	1.7033798599602505	0.0018329586284446173	0.584108571817873	0.00359468655140843	1.184956979231756	7.046172522192504
5	2	LSTM	1.6766687639390057	0.0021078761229152677	0.6695950828468474	0.0034022453971677595	1.1329765924059776	7.062298713721857
5	3	SRN	8.887241805100984	0.002799519325705754	0.9130873840971729	0.006311708516055847	2.323590331469567	6.767230654733759
5	3	GRU	3.1339126322682205	-0.00033965476440140805	-0.09371787113687499	0.005141574410863143	1.6489882614790674	6.931195127359661
5	3	LSTM	2.1969409492667182	-0.0021946826463044677	-0.5483488418233164	0.0036985465822812315	1.0561567776923	7.018429382948192
5	4	SRN	43.074192242197796	0.00583661110200377	2.441860707507969	0.01046875155350796	4.624889574903437	6.3170480002897245
5	4	GRU	27.388674350385145	0.003879388833591218	1.5264745896596004	0.010108165475542106	4.25745357443414	6.418651096778554
5	4	LSTM	17.40374342102291	0.0016631391582615374	0.5687738004123223	0.010408202067492638	3.938302125601534	6.5798655574475635
5	5	SRN	89.49310144815604	0.009503253838479943	4.500969593984587	0.0105029112607099	4.8341557820906855	6.004000744954213
5	5	GRU	97.0585444845949	0.010183938293144176	4.643002296703754	0.011602454957745818	5.090457493221858	6.051996975252705
5	5	LSTM	79.76412409084514	0.00864332862292088	3.7370888630120764	0.012256393698382865	5.188897534343007	6.140796567267043
5	6	SRN	97.16681754140768	0.007635680198680667	4.0644777891476025	0.010307395583810304	5.178661124686266	5.622847464763267
5	6	GRU	114.3050769138631	0.007614745232937413	4.082955962298643	0.011054527127719994	5.494162402416733	5.590966348056333
5	6	LSTM	130.12941960150556	0.008830934921534262	4.548067221637983	0.01165349053553781	5.515183174125246	5.653601104387731
5	7	SRN	148.0441472505047	0.007264623386961065	4.240321962463794	0.010478198323606679	5.451763344706229	5.413260917424651
5	7	GRU	158.5076961567272	0.007327370166577317	4.28276554808276	0.010488114758771427	5.478860312652239	5.235428332910433
5	7	LSTM	168.69599835555096	0.00730116905431887	4.195956047719408	0.011053036468222038	5.564208495307185	5.268275757817185
5	8	SRN	145.27923087166164	0.006572904794983939	3.8425145656650836	0.009846744039287154	5.2631666349687505	5.178006035001273
5	8	GRU	176.5256607575659	0.00705314913247947	4.194340597581426	0.010107951655332762	5.297467603584312	4.884026194427363
5	8	LSTM	187.3590779584456	0.007680014442163808	4.482791396455771	0.01038342893310356	5.320127063580748	4.919562961701894
5	9	SRN	153.8387086859086	0.00604173009747865	3.656289050812968	0.00997633652768192	5.2590024814905725	5.048837215841369
5	9	GRU	169.3766916822417	0.006711116933688721	4.146518255940982	0.009507502741611058	5.094965171206211	4.815695004166893
5	9	LSTM	182.67704495883754	0.007406219440056535	4.387282921195571	0.00940420975244329	4.948000527446993	4.834810185876179
6	1	SRN	0.2762009239274903	-0.0011581412198958532	-0.4649538800056284	0.0005473064464152594	0.2265700136038621	7.205212519293813
6	1	GRU	1.872783301803338	-0.0023526257249784927	-0.9775812203127215	-0.0022795749921952213	-0.9875308065242387	7.294921058009219
6	1	LSTM	3.2381800326218126	-0.0020858392338261324	-0.9464655202675587	-0.0031639613226013674	-1.5451520073504292	7.4353572209135015
6	2	SRN	0.7496108589582491	-7.8449815196607e-5	-0.024779139000117384	0.0026031948229924416	0.8650842153467835	7.049085073372288
6	2	GRU	0.2535695403446425	0.00013000642591851248	0.041431493150262046	0.0015334312765169203	0.5032095026680291	7.058574955614351
6	2	LSTM	0.05606286875377009	0.0002836348804550501	0.09114521644553092	0.0006742317546559884	0.22317724153892476	7.076641794992689
6	3	SRN	8.21445829334425	0.0028206731571325415	0.9375930814691077	0.00539108425447594	1.962056573966589	6.694852207689091
6	3	GRU	1.2566348589678	0.00034384851783154425	0.09489080663463559	0.0027472970205346028	0.8557353745279335	6.802607889416754
6	3	LSTM	0.6160571833584072	-0.0007138474439661136	-0.1754914266295783	-0.0003749250225165434	-0.10439616983154269	6.898059368092991
6	4	SRN	30.88111993151506	0.004403423746799378	1.8181977042907598	0.009282978287885971	4.183770524564138	6.370713144679052
6	4	GRU	20.91596318344068	0.004227552753353003	1.6239734868645173	0.0081771716337287	3.4924173801914136	6.428131404036432
6	4	LSTM	13.872978759326998	0.002194447008517942	0.7171606636554035	0.008151143840251037	2.9947873245049452	6.597651803326003
6	5	SRN	97.77533910837587	0.009075073637193898	4.296457056007316	0.01237212603638194	5.810686030777845	6.001399923910176
6	5	GRU	85.980629376965	0.007983102545185118	3.6840819283929767	0.011908665702680893	5.4151500826934225	6.054120463784748
6	5	LSTM	64.05713455360024	0.0065317230622241	2.8569940074501883	0.011785126090818322	5.218458623881013	6.1485044748001005
6	6	SRN	123.02314760518107	0.008613457407392583	4.399963808733576	0.011380964728654146	5.622743391346791	5.702983771875842
6	6	GRU	136.09407761037482	0.008758785162467015	4.479458166422135	0.01212271276127846	5.950387952743503	5.652036249139339
6	6	LSTM	132.07190041329386	0.00967659948931941	4.851396621800641	0.01215592446347046	5.819335364855729	5.727220494220755
6	7	SRN	138.60348913599842	0.0076504840509263655	4.319280479782012	0.010940189548237644	5.730168645892102	5.482613862820953
6	7	GRU	159.21416506855144	0.0073836124732814794	4.305031804486213	0.011092572013620624	5.642216365525941	5.222347458241337
6	7	LSTM	152.15044623006565	0.00786629372651157	4.498661552114474	0.010989311346186765	5.636948493423399	5.27190831696799
6	8	SRN	152.42932874161056	0.006370772774657043	3.8244713908289825	0.010304032610468486	5.272257124630103	5.1559588861914705
6	8	GRU	161.87585241231295	0.0066193135976182396	3.9776120242894106	0.010109279943113	5.311173138654571	4.922325134968574
6	8	LSTM	165.25622675626323	0.006796982030599281	4.0756060233167	0.010470500762246404	5.4658462089329864	4.945383879850768
6	9	SRN	184.38541295345271	0.0063516475689509785	3.8169147475950775	0.010703134743787465	5.30408189435721	5.064147918403077
6	9	GRU	173.28218066750833	0.00702747989202411	4.160729764345462	0.009551269960273584	5.08651957239063	4.8464870190947975
6	9	LSTM	182.6066008020564	0.006996224762419452	4.132839835188053	0.010325779973299327	5.392079888772974	4.848165388601062
